EXTRA :2
Kalign version 2.04, Copyright (C) 2004, 2005, 2006 Timo Lassmann
        Kalign is free software. You can redistribute it and/or modify
        it under the terms of the GNU General Public License as
        published by the Free Software Foundation.
reading from STDIN: found no sequences.
reading from data/SUP35_250seqs.fsa: found 250 sequences
reading from out/kalign/SUP35_250seqs.fa: found no sequences.
-> output file, in fasta format
Aligning 250 RNA/DNA sequences with these parameters:
        217.00000000	gap open penalty
        39.40000153	gap extension
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      45 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      46 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      47 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      48 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      49 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      50 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
      51 percent done
